"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,409","4.7"
"CENSUS","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,148","6.4"
"CENSUS","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,599","5.4"
"CENSUS","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","21,323","7.7"
"CENSUS","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","28,896","14.6"
"CENSUS","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,721","3.0"
"CENSUS","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,906","3.2"
"CENSUS","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,872","4.7"
"CENSUS","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","20,204","0.8"
"CENSUS","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","20,538","1.7"
"CENSUS","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","36,984","7.5"
"CENSUS","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","13,653","12.2"
"CENSUS","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,334","7.4"
"CENSUS","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","21,524","19.8"
"CENSUS","2012","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","17,932","5.6"
"CENSUS","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","18,061","3.3"
"CENSUS","2012","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","12,934","2.3"
"CENSUS","2012","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,448","2.5"
"CENSUS","2012","YEAR","","STATE","OHIO","39","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","14,516","2.0"
"CENSUS","2012","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","11,690","4.9"
"CENSUS","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,837","2.7"
"CENSUS","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","14,092","3.4"
"CENSUS","2012","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","12,902","5.5"
"CENSUS","2012","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","15,333","4.1"
"CENSUS","2012","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","46,420","3.4"
"CENSUS","2012","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","8,952","3.9"
"CENSUS","2012","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","19,401","2.5"
"CENSUS","2012","YEAR","","STATE","UTAH","49","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","10,438","11.1"
"CENSUS","2012","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","14,416","5.7"
"CENSUS","2012","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","11,227","5.2"
"CENSUS","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","25,815","2.7"
"CENSUS","2012","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","5,134","16.4"
"CENSUS","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","12,896","1.4"
"CENSUS","2012","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $ / OPERATION","TOTAL","NOT SPECIFIED","16,652","16.5"
